image_name,vehicle_id
025460.jpg,0060
002704.jpg,0076
010933.jpg,0418
035427.jpg,0402
003300.jpg,0331
005779.jpg,0331
011644.jpg,0036
015313.jpg,0076
025954.jpg,0076
032333.jpg,0418
009677.jpg,0402
018744.jpg,0036
023525.jpg,0357
021098.jpg,0034
018685.jpg,0413
018144.jpg,0315
027001.jpg,0076
008096.jpg,0076
016886.jpg,0331
004306.jpg,0418
034485.jpg,0418
031719.jpg,0331
023551.jpg,0039
016015.jpg,0039
024615.jpg,0247
034124.jpg,0036
023861.jpg,0331
029073.jpg,0036
003280.jpg,0076
007249.jpg,0442
026595.jpg,0418
029599.jpg,0076
033832.jpg,0418
032728.jpg,0471
027541.jpg,0036
010025.jpg,0258
033485.jpg,0331
027284.jpg,0036
003000.jpg,0331
002675.jpg,0273
020961.jpg,0060
014657.jpg,0350
008289.jpg,0045
028199.jpg,0357
020967.jpg,0418
011779.jpg,0034
005436.jpg,0418
017118.jpg,0331
025032.jpg,0331
000836.jpg,0418
035012.jpg,0331
032756.jpg,0273
015203.jpg,0418
027074.jpg,0060
032719.jpg,0418
018686.jpg,0036
002416.jpg,0258
032179.jpg,0373
029388.jpg,0442
028627.jpg,0036
027026.jpg,0034
026655.jpg,0036
022750.jpg,0442
011969.jpg,0331
031982.jpg,0331
018644.jpg,0060
000082.jpg,0076
027561.jpg,0034
015717.jpg,0423
034443.jpg,0258
029113.jpg,0384
005669.jpg,0331
022431.jpg,0442
011052.jpg,0402
007309.jpg,0331
012707.jpg,0388
014654.jpg,0039
013649.jpg,0036
026581.jpg,0076
006361.jpg,0381
008681.jpg,0076
017121.jpg,0036
022614.jpg,0418
023310.jpg,0388
002683.jpg,0418
035475.jpg,0331
031227.jpg,0331
035537.jpg,0357
023217.jpg,0442
003271.jpg,0045
019003.jpg,0045
003236.jpg,0315
033049.jpg,0418
001883.jpg,0039
026243.jpg,0273
021205.jpg,0060
030763.jpg,0418
023529.jpg,0315
028135.jpg,0076
029013.jpg,0036
031658.jpg,0258
021039.jpg,0034
016400.jpg,0359
018155.jpg,0036
009632.jpg,0039
001878.jpg,0076
031053.jpg,0258
014872.jpg,0045
011345.jpg,0076
024190.jpg,0247
032208.jpg,0060
029919.jpg,0258
027654.jpg,0307
006875.jpg,0418
002555.jpg,0258
