image_name,vehicle_id
021909.jpg,0073
022555.jpg,0431
017572.jpg,0402
029942.jpg,0413
032053.jpg,0375
035559.jpg,0321
027607.jpg,0402
021144.jpg,0471
007215.jpg,0378
023377.jpg,0471
008838.jpg,0431
030392.jpg,0297
011212.jpg,0300
015668.jpg,0448
031266.jpg,0073
007619.jpg,0297
013131.jpg,0425
009323.jpg,0448
028657.jpg,0381
000249.jpg,0375
007823.jpg,0471
016541.jpg,0448
019683.jpg,0471
016984.jpg,0321
005447.jpg,0354
012038.jpg,0373
011395.jpg,0263
015720.jpg,0471
017971.jpg,0309
034710.jpg,0313
015453.jpg,0297
007237.jpg,0373
007271.jpg,0471
023613.jpg,0471
033804.jpg,0321
011903.jpg,0273
035631.jpg,0075
000252.jpg,0354
030903.jpg,0073
000759.jpg,0402
026515.jpg,0471
029760.jpg,0373
024987.jpg,0075
005018.jpg,0448
021976.jpg,0469
008089.jpg,0448
023858.jpg,0073
009461.jpg,0469
035528.jpg,0469
005855.jpg,0402
021996.jpg,0354
013290.jpg,0448
002942.jpg,0309
027861.jpg,0471
008192.jpg,0321
006247.jpg,0448
030978.jpg,0075
018905.jpg,0471
012801.jpg,0313
009720.jpg,0045
034403.jpg,0297
017243.jpg,0471
009022.jpg,0373
001310.jpg,0373
024080.jpg,0290
022251.jpg,0383
019156.jpg,0431
001532.jpg,0378
014433.jpg,0471
032116.jpg,0471
018557.jpg,0373
036488.jpg,0300
013589.jpg,0433
032061.jpg,0321
022425.jpg,0354
003750.jpg,0431
000617.jpg,0313
020592.jpg,0373
017146.jpg,0431
006091.jpg,0381
012871.jpg,0075
017707.jpg,0045
009783.jpg,0471
020673.jpg,0313
012761.jpg,0282
006397.jpg,0321
017679.jpg,0471
031247.jpg,0471
018720.jpg,0448
016117.jpg,0431
013493.jpg,0388
009634.jpg,0471
026505.jpg,0045
035712.jpg,0381
021705.jpg,0309
022356.jpg,0402
001519.jpg,0471
016067.jpg,0469
012552.jpg,0297
015656.jpg,0075
024313.jpg,0448
014976.jpg,0471
001579.jpg,0469
017173.jpg,0309
031001.jpg,0297
008203.jpg,0029
007753.jpg,0431
026061.jpg,0313
020159.jpg,0297
021498.jpg,0402
