image_name,vehicle_id
016236.jpg,0336
012618.jpg,0334
014351.jpg,0391
024991.jpg,0345
027125.jpg,0372
031530.jpg,0334
021793.jpg,0443
036239.jpg,0400
032323.jpg,0386
022866.jpg,0400
028778.jpg,0257
017841.jpg,0335
027901.jpg,0395
026494.jpg,0387
011171.jpg,0370
028023.jpg,0338
002065.jpg,0330
024558.jpg,0449
018013.jpg,0302
006535.jpg,0429
017761.jpg,0374
006136.jpg,0086
007506.jpg,0345
035742.jpg,0287
007241.jpg,0441
014690.jpg,0380
025146.jpg,0387
002185.jpg,0395
030724.jpg,0262
001325.jpg,0262
004333.jpg,0257
032518.jpg,0422
027652.jpg,0349
009158.jpg,0246
012932.jpg,0396
029681.jpg,0426
006441.jpg,0403
036456.jpg,0260
025715.jpg,0066
024707.jpg,0395
004643.jpg,0426
011591.jpg,0363
023422.jpg,0477
005236.jpg,0028
033308.jpg,0382
009377.jpg,0370
019208.jpg,0246
026877.jpg,0474
023845.jpg,0364
009869.jpg,0422
000089.jpg,0457
022907.jpg,0396
031946.jpg,0340
009362.jpg,0474
003999.jpg,0436
012523.jpg,0374
005413.jpg,0351
032327.jpg,0379
005197.jpg,0257
033375.jpg,0385
000551.jpg,0339
036662.jpg,0355
032270.jpg,0389
029084.jpg,0338
002519.jpg,0377
001382.jpg,0391
014475.jpg,0367
005877.jpg,0376
034192.jpg,0412
018802.jpg,0463
008561.jpg,0349
014965.jpg,0443
024486.jpg,0355
028948.jpg,0379
008405.jpg,0412
015327.jpg,0245
022196.jpg,0377
029678.jpg,0344
025556.jpg,0476
025627.jpg,0245
016021.jpg,0252
012172.jpg,0057
036670.jpg,0475
014244.jpg,0452
029785.jpg,0351
035214.jpg,0380
012289.jpg,0260
011713.jpg,0394
011990.jpg,0424
034243.jpg,0447
024249.jpg,0289
022375.jpg,0335
012550.jpg,0395
023127.jpg,0022
017387.jpg,0340
011156.jpg,0374
000586.jpg,0363
008216.jpg,0256
004072.jpg,0449
030788.jpg,0322
032284.jpg,0345
027431.jpg,0089
005422.jpg,0077
032004.jpg,0250
023281.jpg,0391
008516.jpg,0390
018346.jpg,0382
000300.jpg,0371
032694.jpg,0308
023938.jpg,0470
012242.jpg,0336
030921.jpg,0363
026602.jpg,0391
006174.jpg,0396
032402.jpg,0367
012913.jpg,0336
035200.jpg,0452
009930.jpg,0394
018650.jpg,0396
029725.jpg,0430
001772.jpg,0412
022453.jpg,0262
036791.jpg,0385
027375.jpg,0436
014552.jpg,0287
002807.jpg,0342
007023.jpg,0400
022755.jpg,0340
034941.jpg,0243
028349.jpg,0411
026428.jpg,0262
007150.jpg,0379
012436.jpg,0052
018543.jpg,0340
034293.jpg,0421
031279.jpg,0397
023743.jpg,0438
010865.jpg,0295
017902.jpg,0447
004504.jpg,0382
014314.jpg,0387
000737.jpg,0369
005686.jpg,0345
000052.jpg,0403
016423.jpg,0397
024701.jpg,0415
009901.jpg,0387
035024.jpg,0380
030051.jpg,0426
016407.jpg,0397
028049.jpg,0347
013167.jpg,0260
017962.jpg,0349
018298.jpg,0436
002279.jpg,0385
